Vardas         Pavarde        Galutinis (Vid.)
Vardas11091    Pavarde11091        5.40

Vardas11094    Pavarde11094        6.20

Vardas11095    Pavarde11095        5.40

Vardas11096    Pavarde11096        5.20

Vardas11097    Pavarde11097        7.40

Vardas11098    Pavarde11098        5.60

Vardas11099    Pavarde11099        6.60

Vardas1110     Pavarde1110         6.60

Vardas11100    Pavarde11100        7.00

Vardas11101    Pavarde11101        6.00

Vardas11103    Pavarde11103        7.40

Vardas11104    Pavarde11104        5.80

Vardas11109    Pavarde11109        6.40

Vardas1111     Pavarde1111         5.60

Vardas11111    Pavarde11111        8.20

Vardas11112    Pavarde11112        6.20

Vardas11114    Pavarde11114        6.00

Vardas11117    Pavarde11117        7.00

Vardas11118    Pavarde11118        5.40

Vardas1112     Pavarde1112         7.20

Vardas11120    Pavarde11120        6.40

Vardas11121    Pavarde11121        5.40

Vardas11122    Pavarde11122        7.20

Vardas11124    Pavarde11124        6.00

Vardas11127    Pavarde11127        5.80

Vardas11128    Pavarde11128        7.60

Vardas11129    Pavarde11129        7.60

Vardas1113     Pavarde1113         7.60

Vardas11130    Pavarde11130        7.40

Vardas11131    Pavarde11131        6.60

Vardas11133    Pavarde11133        8.40

Vardas11135    Pavarde11135        5.20

Vardas11138    Pavarde11138        6.00

Vardas11140    Pavarde11140        6.80

Vardas11141    Pavarde11141        7.20

Vardas11142    Pavarde11142        7.20

Vardas11145    Pavarde11145        7.00

Vardas11146    Pavarde11146        6.00

Vardas11147    Pavarde11147        5.20

Vardas11148    Pavarde11148        8.40

Vardas11149    Pavarde11149        6.20

Vardas11150    Pavarde11150        8.40

Vardas11153    Pavarde11153        5.80

Vardas11154    Pavarde11154        6.00

Vardas11155    Pavarde11155        6.40

Vardas11156    Pavarde11156        5.20

Vardas11157    Pavarde11157        7.40

Vardas11158    Pavarde11158        7.20

Vardas11159    Pavarde11159        8.00

Vardas1116     Pavarde1116         8.80

Vardas11162    Pavarde11162        7.20

Vardas11163    Pavarde11163        6.20

Vardas11165    Pavarde11165        8.40

Vardas11168    Pavarde11168        6.40

Vardas11169    Pavarde11169        6.20

Vardas1117     Pavarde1117         5.60

Vardas11171    Pavarde11171        5.80

Vardas11173    Pavarde11173        5.60

Vardas11175    Pavarde11175        6.20

Vardas11176    Pavarde11176        6.00

Vardas11177    Pavarde11177        6.40

Vardas1118     Pavarde1118         5.20

Vardas11182    Pavarde11182        8.40

Vardas11183    Pavarde11183        7.20

Vardas11184    Pavarde11184        7.00

Vardas11185    Pavarde11185        5.40

Vardas11186    Pavarde11186        5.60

Vardas11187    Pavarde11187        8.80

Vardas11188    Pavarde11188        7.40

Vardas1119     Pavarde1119         7.60

Vardas11192    Pavarde11192        7.20

Vardas11193    Pavarde11193        7.40

Vardas11194    Pavarde11194        8.40

Vardas11197    Pavarde11197        5.40

Vardas11198    Pavarde11198        6.60

Vardas112      Pavarde112          6.20

Vardas1120     Pavarde1120         5.20

Vardas11202    Pavarde11202        5.40

Vardas11204    Pavarde11204        5.20

Vardas11205    Pavarde11205        5.40

Vardas11207    Pavarde11207        5.00

Vardas11208    Pavarde11208        7.60

Vardas11209    Pavarde11209        7.20

Vardas1121     Pavarde1121         6.80

Vardas11211    Pavarde11211        6.60

Vardas11216    Pavarde11216        5.00

Vardas11217    Pavarde11217        8.00

Vardas11218    Pavarde11218        5.00

Vardas1122     Pavarde1122         6.80

Vardas11220    Pavarde11220        7.60

Vardas11222    Pavarde11222        6.80

Vardas11223    Pavarde11223        7.60

Vardas11225    Pavarde11225        5.60

Vardas11228    Pavarde11228        6.80

Vardas11229    Pavarde11229        6.80

Vardas1123     Pavarde1123         6.60

Vardas11230    Pavarde11230        5.20

Vardas11231    Pavarde11231        6.80

Vardas11234    Pavarde11234        6.60

Vardas11236    Pavarde11236        7.60

Vardas11238    Pavarde11238        7.00

Vardas1124     Pavarde1124         7.20

Vardas11241    Pavarde11241        7.00

Vardas11243    Pavarde11243        6.40

Vardas11244    Pavarde11244        5.80

Vardas11245    Pavarde11245        5.60

Vardas11247    Pavarde11247        7.40

Vardas11248    Pavarde11248        5.20

Vardas1125     Pavarde1125         7.60

Vardas11251    Pavarde11251        5.00

Vardas11252    Pavarde11252        7.20

Vardas11254    Pavarde11254        6.00

Vardas11255    Pavarde11255        6.40

Vardas11257    Pavarde11257        8.40

Vardas11258    Pavarde11258        5.00

Vardas1126     Pavarde1126         5.80

Vardas11262    Pavarde11262        5.20

Vardas11263    Pavarde11263        5.20

Vardas11265    Pavarde11265        5.20

Vardas11269    Pavarde11269        8.00

Vardas1127     Pavarde1127         7.40

Vardas11270    Pavarde11270        7.80

Vardas11274    Pavarde11274        6.20

Vardas11275    Pavarde11275        6.20

Vardas11278    Pavarde11278        5.20

Vardas11279    Pavarde11279        5.80

Vardas11284    Pavarde11284        5.20

Vardas11285    Pavarde11285        7.00

Vardas11288    Pavarde11288        7.60

Vardas1129     Pavarde1129         6.20

Vardas11292    Pavarde11292        7.40

Vardas11293    Pavarde11293        6.40

Vardas11296    Pavarde11296        6.40

Vardas11297    Pavarde11297        5.40

Vardas11301    Pavarde11301        6.40

Vardas11302    Pavarde11302        5.20

Vardas11303    Pavarde11303        5.80

Vardas11306    Pavarde11306        6.40

Vardas11309    Pavarde11309        6.00

Vardas11311    Pavarde11311        7.80

Vardas11312    Pavarde11312        5.20

Vardas11316    Pavarde11316        5.00

Vardas11317    Pavarde11317        7.00

Vardas11322    Pavarde11322        5.00

Vardas11326    Pavarde11326        5.40

Vardas11328    Pavarde11328        5.40

Vardas11329    Pavarde11329        8.00

Vardas1133     Pavarde1133         8.00

Vardas11338    Pavarde11338        8.20

Vardas11339    Pavarde11339        8.00

Vardas1134     Pavarde1134         6.40

Vardas11341    Pavarde11341        7.80

Vardas11342    Pavarde11342        7.40

Vardas11343    Pavarde11343        5.60

Vardas11344    Pavarde11344        7.20

Vardas11346    Pavarde11346        5.40

Vardas11347    Pavarde11347        7.00

Vardas11352    Pavarde11352        6.40

Vardas11353    Pavarde11353        5.20

Vardas11354    Pavarde11354        6.20

Vardas11355    Pavarde11355        5.60

Vardas11356    Pavarde11356        7.00

Vardas11357    Pavarde11357        7.00

Vardas11358    Pavarde11358        6.20

Vardas11360    Pavarde11360        6.40

Vardas11363    Pavarde11363        6.00

Vardas11364    Pavarde11364        8.00

Vardas11365    Pavarde11365        6.00

Vardas11366    Pavarde11366        6.60

Vardas11370    Pavarde11370        6.60

Vardas11371    Pavarde11371        5.80

Vardas11372    Pavarde11372        6.00

Vardas11373    Pavarde11373        5.40

Vardas11374    Pavarde11374        5.60

Vardas11375    Pavarde11375        8.20

Vardas11377    Pavarde11377        5.40

Vardas11378    Pavarde11378        8.40

Vardas11379    Pavarde11379        7.60

Vardas1138     Pavarde1138         6.60

Vardas11380    Pavarde11380        6.60

Vardas11382    Pavarde11382        5.80

Vardas11383    Pavarde11383        8.00

Vardas11384    Pavarde11384        5.60

Vardas11385    Pavarde11385        8.60

Vardas11386    Pavarde11386        5.00

Vardas11387    Pavarde11387        7.20

Vardas11388    Pavarde11388        7.60

Vardas11389    Pavarde11389        7.20

Vardas1139     Pavarde1139         5.60

Vardas11390    Pavarde11390        7.40

Vardas11391    Pavarde11391        8.00

Vardas11393    Pavarde11393        7.00

Vardas11394    Pavarde11394        5.00

Vardas11396    Pavarde11396        6.40

Vardas11397    Pavarde11397        6.60

Vardas11399    Pavarde11399        8.80

Vardas114      Pavarde114          5.60

Vardas1140     Pavarde1140         7.60

Vardas11400    Pavarde11400        6.60

Vardas11402    Pavarde11402        7.20

Vardas11405    Pavarde11405        6.40

Vardas11407    Pavarde11407        5.40

Vardas11408    Pavarde11408        6.20

Vardas1141     Pavarde1141         7.60

Vardas11415    Pavarde11415        6.80

Vardas11417    Pavarde11417        6.40

Vardas11418    Pavarde11418        5.00

Vardas11419    Pavarde11419        5.60

Vardas11421    Pavarde11421        6.60

Vardas11422    Pavarde11422        5.20

Vardas11423    Pavarde11423        5.40

Vardas11424    Pavarde11424        5.60

Vardas11430    Pavarde11430        5.00

Vardas11432    Pavarde11432        8.80

Vardas11433    Pavarde11433        6.40

Vardas11434    Pavarde11434        6.20

Vardas11436    Pavarde11436        5.80

Vardas11438    Pavarde11438        6.60

Vardas11439    Pavarde11439        5.60

Vardas11441    Pavarde11441        5.60

Vardas11443    Pavarde11443        5.00

Vardas11444    Pavarde11444        6.40

Vardas11445    Pavarde11445        6.60

Vardas11446    Pavarde11446        6.00

Vardas11447    Pavarde11447        7.00

Vardas1145     Pavarde1145         7.20

Vardas11450    Pavarde11450        7.60

Vardas11452    Pavarde11452        6.40

Vardas11454    Pavarde11454        5.60

Vardas11456    Pavarde11456        7.00

Vardas11457    Pavarde11457        5.40

Vardas11460    Pavarde11460        7.80

Vardas11464    Pavarde11464        5.80

Vardas11467    Pavarde11467        8.80

Vardas11469    Pavarde11469        8.40

Vardas1147     Pavarde1147         7.00

Vardas11471    Pavarde11471        6.40

Vardas11475    Pavarde11475        6.20

Vardas11478    Pavarde11478        8.40

Vardas1148     Pavarde1148         6.20

Vardas11480    Pavarde11480        5.40

Vardas11482    Pavarde11482        6.20

Vardas11483    Pavarde11483        6.20

Vardas11485    Pavarde11485        5.40

Vardas11487    Pavarde11487        6.00

Vardas11488    Pavarde11488        5.40

Vardas11489    Pavarde11489        7.20

Vardas1149     Pavarde1149         7.60

Vardas11491    Pavarde11491        5.60

Vardas11493    Pavarde11493        5.40

Vardas11494    Pavarde11494        6.60

Vardas11495    Pavarde11495        5.80

Vardas11497    Pavarde11497        7.00

Vardas115      Pavarde115          7.40

Vardas11500    Pavarde11500        5.40

Vardas11502    Pavarde11502        8.40

Vardas11503    Pavarde11503        8.00

Vardas11504    Pavarde11504        7.20

Vardas11507    Pavarde11507        7.80

Vardas11508    Pavarde11508        5.00

Vardas11509    Pavarde11509        5.80

Vardas1151     Pavarde1151         6.20

Vardas11510    Pavarde11510        7.00

Vardas11511    Pavarde11511        8.20

Vardas11513    Pavarde11513        5.40

Vardas11514    Pavarde11514        6.20

Vardas11516    Pavarde11516        6.00

Vardas11517    Pavarde11517        5.00

Vardas11522    Pavarde11522        6.60

Vardas11524    Pavarde11524        5.20

Vardas11526    Pavarde11526        5.40

Vardas11528    Pavarde11528        7.20

Vardas11529    Pavarde11529        6.60

Vardas11530    Pavarde11530        5.80

Vardas11531    Pavarde11531        5.40

Vardas11536    Pavarde11536        6.20

Vardas11537    Pavarde11537        7.20

Vardas11539    Pavarde11539        7.60

Vardas11540    Pavarde11540        7.00

Vardas11541    Pavarde11541        5.20

Vardas11543    Pavarde11543        7.60

Vardas11544    Pavarde11544        6.40

Vardas11547    Pavarde11547        5.20

Vardas11548    Pavarde11548        6.40

Vardas1155     Pavarde1155         6.80

Vardas11552    Pavarde11552        7.80

Vardas11556    Pavarde11556        9.60

Vardas11557    Pavarde11557        8.00

Vardas11558    Pavarde11558        7.40

Vardas1156     Pavarde1156         5.80

Vardas11564    Pavarde11564        7.60

Vardas11565    Pavarde11565        5.40

Vardas11567    Pavarde11567        6.20

Vardas11570    Pavarde11570        8.80

Vardas11571    Pavarde11571        5.00

Vardas11572    Pavarde11572        7.40

Vardas11575    Pavarde11575        6.00

Vardas11576    Pavarde11576        6.60

Vardas11577    Pavarde11577        7.20

Vardas11578    Pavarde11578        5.60

Vardas11579    Pavarde11579        5.20

Vardas1158     Pavarde1158         6.60

Vardas11580    Pavarde11580        6.40

Vardas11581    Pavarde11581        5.60

Vardas11583    Pavarde11583        6.00

Vardas11584    Pavarde11584        7.20

Vardas11588    Pavarde11588        5.40

Vardas11589    Pavarde11589        6.40

Vardas1159     Pavarde1159         7.40

Vardas11590    Pavarde11590        7.40

Vardas11591    Pavarde11591        8.00

Vardas11593    Pavarde11593        5.60

Vardas11594    Pavarde11594        5.00

Vardas11596    Pavarde11596        7.00

Vardas11597    Pavarde11597        5.40

Vardas11598    Pavarde11598        5.40

Vardas11599    Pavarde11599        7.00

Vardas116      Pavarde116          8.00

Vardas1160     Pavarde1160         8.00

Vardas11600    Pavarde11600        5.60

Vardas11601    Pavarde11601        5.00

Vardas11602    Pavarde11602        6.00

Vardas11603    Pavarde11603        6.20

Vardas11604    Pavarde11604        5.60

Vardas11606    Pavarde11606        6.20

Vardas11607    Pavarde11607        6.20

Vardas11609    Pavarde11609        7.80

Vardas1161     Pavarde1161         6.60

Vardas11610    Pavarde11610        5.40

Vardas11611    Pavarde11611        5.00

Vardas11612    Pavarde11612        7.60

Vardas11613    Pavarde11613        7.00

Vardas11615    Pavarde11615        7.00

Vardas11617    Pavarde11617        7.00

Vardas11618    Pavarde11618        6.60

Vardas11619    Pavarde11619        6.80

Vardas1162     Pavarde1162         6.00

Vardas11621    Pavarde11621        6.40

Vardas11622    Pavarde11622        5.60

Vardas11624    Pavarde11624        8.80

Vardas11625    Pavarde11625        5.60

Vardas11629    Pavarde11629        7.20

Vardas11631    Pavarde11631        5.80

Vardas11632    Pavarde11632        5.80

Vardas11633    Pavarde11633        7.20

Vardas11634    Pavarde11634        6.60

Vardas11635    Pavarde11635        5.00

Vardas11639    Pavarde11639        8.40

Vardas1164     Pavarde1164         5.80

Vardas11641    Pavarde11641        5.60

Vardas11643    Pavarde11643        7.00

Vardas11644    Pavarde11644        5.60

Vardas11645    Pavarde11645        7.00

Vardas11646    Pavarde11646        5.40

Vardas11648    Pavarde11648        7.20

Vardas1165     Pavarde1165         7.80

Vardas11650    Pavarde11650        6.80

Vardas11651    Pavarde11651        6.40

Vardas11653    Pavarde11653        9.20

Vardas11656    Pavarde11656        7.20

Vardas11658    Pavarde11658        6.80

Vardas11659    Pavarde11659        8.40

Vardas1166     Pavarde1166         6.00

Vardas11660    Pavarde11660        5.40

Vardas11661    Pavarde11661        5.20

Vardas11665    Pavarde11665        7.00

Vardas11666    Pavarde11666        8.00

Vardas11667    Pavarde11667        7.60

Vardas11669    Pavarde11669        8.00

Vardas1167     Pavarde1167         5.20

Vardas11670    Pavarde11670        7.20

Vardas11672    Pavarde11672        7.60

Vardas11675    Pavarde11675        5.20

Vardas11677    Pavarde11677        5.80

Vardas1168     Pavarde1168         8.00

Vardas11680    Pavarde11680        8.20

Vardas11682    Pavarde11682        5.60

Vardas11684    Pavarde11684        5.60

Vardas11686    Pavarde11686        6.80

Vardas11688    Pavarde11688        6.80

Vardas11691    Pavarde11691        7.00

Vardas11692    Pavarde11692        7.00

Vardas11694    Pavarde11694        6.40

Vardas11695    Pavarde11695        6.00

Vardas11696    Pavarde11696        6.80

Vardas11698    Pavarde11698        5.60

Vardas11700    Pavarde11700        8.00

Vardas11701    Pavarde11701        5.60

Vardas11702    Pavarde11702        8.00

Vardas11705    Pavarde11705        6.00

Vardas11707    Pavarde11707        7.80

Vardas11708    Pavarde11708        8.40

Vardas1171     Pavarde1171         7.40

Vardas11710    Pavarde11710        7.80

Vardas11712    Pavarde11712        5.80

Vardas11713    Pavarde11713        7.00

Vardas11718    Pavarde11718        7.60
